slug,clashes_before,clashes_after,energy_before_kJ,energy_after_kJ,energy_drop_kJ,time_s,source
avgfp480,,,,,,,rcsb_experimental
azamired10,,,,,,,rcsb_experimental
bflogfpc1,,,,,,,rcsb_experimental
bfpsol,,,,,,,rcsb_experimental
blue102,,,,,,,rcsb_experimental
ccgfp-e6,,,,,,,rcsb_experimental
cegfp,,,,,,,rcsb_experimental
cerulean,,,,,,,rcsb_experimental
citrine,,,,,,,rcsb_experimental
cjblue,,,,,,,rcsb_experimental
clomeleon,,,,,,,rcsb_experimental
clover,,,,,,,rcsb_experimental
cp-mkate,,,,,,,rcsb_experimental
cpygfp,,,,,,,rcsb_experimental
degfp1,,,,,,,rcsb_experimental
dendra2,,,,,,,rcsb_experimental
dreiklang,,,,,,,rcsb_experimental
dronpa,,,,,,,rcsb_experimental
dronpa-c62s,,,,,,,rcsb_experimental
dsfp483,,,,,,,rcsb_experimental
dsred,,,,,,,rcsb_experimental
dsred-max,,,,,,,rcsb_experimental
dsredm1,,,,,,,rcsb_experimental
dsredt4,,,,,,,rcsb_experimental
ecfp,,,,,,,rcsb_experimental
eforcp,,,,,,,rcsb_experimental
egfp,,,,,,,rcsb_experimental
egfp203c,,,,,,,rcsb_experimental
egfp205c,,,,,,,rcsb_experimental
enhanced-cyan-emitting-gfp,,,,,,,rcsb_experimental
eqfp611,,,,,,,rcsb_experimental
eqfp611-v124t,,,,,,,rcsb_experimental
eqfp650,,,,,,,rcsb_experimental
eqfp670,,,,,,,rcsb_experimental
esgfp,,,,,,,rcsb_experimental
fold6,,,,,,,rcsb_experimental
folding-reporter-gfp,,,,,,,rcsb_experimental
gamillus,,,,,,,rcsb_experimental
gcamp2,,,,,,,rcsb_experimental
gfascp,,,,,,,rcsb_experimental
gfp-151pytyrcu,,,,,,,rcsb_experimental
gfp-s65t,,,,,,,rcsb_experimental
gfp-tyr151pyz,,,,,,,rcsb_experimental
gfphal,,,,,,,rcsb_experimental
hcred,,,,,,,rcsb_experimental
hcred7,,,,,,,rcsb_experimental
hyperfolder-yfp,,,,,,,rcsb_experimental
ifp20,,,,,,,rcsb_experimental
irisfp,,,,,,,rcsb_experimental
irisfp-m159a,,,,,,,rcsb_experimental
katushka,,,,,,,rcsb_experimental
kcy,,,,,,,rcsb_experimental
kcy-r1,,,,,,,rcsb_experimental
kikg,,,,,,,rcsb_experimental
kikgr1,,,,,,,rcsb_experimental
killerorange,,,,,,,rcsb_experimental
killerred,,,,,,,rcsb_experimental
lagfp,,,,,,,rcsb_experimental
lanrfp-deltas83l,,,,,,,rcsb_experimental
lanyfp,,,,,,,rcsb_experimental
larfp,,,,,,,rcsb_experimental
lea,,,,,,,rcsb_experimental
lss-mkate1,,,,,,,rcsb_experimental
lss-mkate2,,,,,,,rcsb_experimental
lssmorange,,,,,,,rcsb_experimental
lssmscarlet,,,,,,,rcsb_experimental
mazamigreen,,,,,,,rcsb_experimental
mbaojin,,,,,,,rcsb_experimental
mcardinal,,,,,,,rcsb_experimental
mcerulean3,,,,,,,rcsb_experimental
mcherry,,,,,,,rcsb_experimental
mcrispred,,,,,,,rcsb_experimental
meos2,,,,,,,rcsb_experimental
meos2-a69t,,,,,,,rcsb_experimental
meos4b,,,,,,,rcsb_experimental
meos4b-l93m,,,,,,,rcsb_experimental
meosfp,,,,,,,rcsb_experimental
mkate,,,,,,,rcsb_experimental
mkeima,,,,,,,rcsb_experimental
mkillerorange,,,,,,,rcsb_experimental
mko,,,,,,,rcsb_experimental
mneongreen,,,,,,,rcsb_experimental
monomeric-hyperfolder-yfp,,,,,,,rcsb_experimental
morange,,,,,,,rcsb_experimental
mplum,,,,,,,rcsb_experimental
mplum-e16p,,,,,,,rcsb_experimental
mrojoa,,,,,,,rcsb_experimental
mrouge,,,,,,,rcsb_experimental
mruby,,,,,,,rcsb_experimental
mscarlet,,,,,,,rcsb_experimental
mscarlet-h,,,,,,,rcsb_experimental
mscarlet3,,,,,,,rcsb_experimental
mscarlet3-h,,,,,,,rcsb_experimental
mstrawberry,,,,,,,rcsb_experimental
mtfp,,,,,,,rcsb_experimental
mtfp07,,,,,,,rcsb_experimental
mtfp1,,,,,,,rcsb_experimental
mturquoise,,,,,,,rcsb_experimental
mturquoise2,,,,,,,rcsb_experimental
mugfp,,,,,,,rcsb_experimental
neptune,,,,,,,rcsb_experimental
nowgfp,,,,,,,rcsb_experimental
padron09,,,,,,,rcsb_experimental
pcdronpa,,,,,,,rcsb_experimental
pdm1-4,,,,,,,rcsb_experimental
phiyfp,,,,,,,rcsb_experimental
pplugfp2,,,,,,,rcsb_experimental
pslssmkate,,,,,,,rcsb_experimental
psmorange,,,,,,,rcsb_experimental
psmorange2,,,,,,,rcsb_experimental
r-velour,,,,,,,rcsb_experimental
rcamp,,,,,,,rcsb_experimental
rfp630,,,,,,,rcsb_experimental
rogfp1,,,,,,,rcsb_experimental
rogfp1-r1,,,,,,,rcsb_experimental
rogfp1-r8,,,,,,,rcsb_experimental
rogfp2,,,,,,,rcsb_experimental
rpbphp1,,,,,,,rcsb_experimental
rrgfp,,,,,,,rcsb_experimental
rsegfp2,,,,,,,rcsb_experimental
rsfolder,,,,,,,rcsb_experimental
rstagrfp,,,,,,,rcsb_experimental
rtms5,,,,,,,rcsb_experimental
scfp3a,,,,,,,rcsb_experimental
sfcherry,,,,,,,rcsb_experimental
sg11,,,,,,,rcsb_experimental
sg12,,,,,,,rcsb_experimental
sg25,,,,,,,rcsb_experimental
sg42,,,,,,,rcsb_experimental
sg50,,,,,,,rcsb_experimental
shardonnay,,,,,,,rcsb_experimental
shbfp,,,,,,,rcsb_experimental
shcp,,,,,,,rcsb_experimental
spiscp,,,,,,,rcsb_experimental
staygold,,,,,,,rcsb_experimental
superfolder-gfp,,,,,,,rcsb_experimental
tagbfp,,,,,,,rcsb_experimental
tagrfp,,,,,,,rcsb_experimental
tagrfp-t,,,,,,,rcsb_experimental
tagrfp675,,,,,,,rcsb_experimental
thermostable-green-protein,,,,,,,rcsb_experimental
trp-less-gfp,,,,,,,rcsb_experimental
turbogfp,,,,,,,rcsb_experimental
turquoise-gl,,,,,,,rcsb_experimental
usgfp,,,,,,,rcsb_experimental
venus,,,,,,,rcsb_experimental
vsfgfp-0,,,,,,,rcsb_experimental
wascfp,,,,,,,rcsb_experimental
zfp538,,,,,,,rcsb_experimental
zsgreen,,,,,,,rcsb_experimental
